Trade ID,Action,Timestamp,Price,Quantity,Entry Price,Exit Price,Entry Time,Exit Time,Holding Period (min),Gross P&L,Gross P&L %,Fees,Net P&L,Net P&L %,Status
92,SELL,2025-11-10 05:19:40,2504.99,10,2505.99,2504.99,2025-11-09 20:59:13,2025-11-10 05:19:40,1.0,-10.0,-0.04,25.05,-35.05,-0.14,LOSS
93,BUY,2025-11-10 05:25:40,2504.31,10,2504.31,,2025-11-10 05:25:40,,,,,,,,OPEN
93,SELL,2025-11-10 05:26:40,2504.88,10,2504.31,2504.88,2025-11-09 21:00:31,2025-11-10 05:26:40,0.05,5.7,0.02,25.04,-19.34,-0.08,LOSS
94,BUY,2025-11-10 05:29:40,2504.28,10,2504.28,,2025-11-10 05:29:40,,,,,,,,OPEN
94,SELL,2025-11-10 05:34:40,2503.46,10,2504.28,2503.46,2025-11-09 21:00:43,2025-11-10 05:34:40,3.07,-8.2,-0.03,25.04,-33.24,-0.13,LOSS
95,BUY,2025-11-10 05:36:40,2502.92,10,2502.92,,2025-11-10 05:36:40,,,,,,,,OPEN
95,SELL,2025-11-10 05:38:40,2503.47,10,2502.92,2503.47,2025-11-09 21:03:53,2025-11-10 05:38:40,0.1,5.5,0.02,25.03,-19.53,-0.08,LOSS
96,BUY,2025-11-10 05:39:40,2502.77,10,2502.77,,2025-11-10 05:39:40,,,,,,,,OPEN
96,SELL,2025-11-10 05:42:40,2502.35,10,2502.77,2502.35,2025-11-09 21:04:02,2025-11-10 05:42:40,0.15,-4.2,-0.02,25.02,-29.22,-0.12,LOSS
97,BUY,2025-11-10 05:50:40,2502.13,10,2502.13,,2025-11-10 05:50:40,,,,,,,,OPEN
97,SELL,2025-11-10 05:53:40,2501.67,10,2502.13,2501.67,2025-11-09 21:05:44,2025-11-10 05:53:40,0.15,-4.6,-0.02,25.02,-29.62,-0.12,LOSS
98,BUY,2025-11-10 05:57:40,2501.27,10,2501.27,,2025-11-10 05:57:40,,,,,,,,OPEN
98,SELL,2025-11-10 06:05:40,2501.1,10,2501.27,2501.1,2025-11-09 21:06:05,2025-11-10 06:05:40,0.4,-1.7,-0.01,25.02,-26.72,-0.11,LOSS
99,BUY,2025-11-10 06:10:40,2500.49,10,2500.49,,2025-11-10 06:10:40,,,,,,,,OPEN
99,SELL,2025-11-10 06:15:40,2502.04,10,2500.49,2502.04,2025-11-09 21:07:31,2025-11-10 06:15:40,0.25,15.5,0.06,25.01,-9.51,-0.04,LOSS
100,BUY,2025-11-10 06:16:40,2501.7,10,2501.7,,2025-11-10 06:16:40,,,,,,,,OPEN
100,SELL,2025-11-10 06:17:40,2501.58,10,2501.7,2501.58,2025-11-09 21:07:49,2025-11-10 06:17:40,0.05,-1.2,-0.0,25.02,-26.22,-0.1,LOSS
101,BUY,2025-11-10 06:22:40,2502.37,10,2502.37,,2025-11-10 06:22:40,,,,,,,,OPEN
101,SELL,2025-11-10 06:24:40,2502.0,10,2502.37,2502.0,2025-11-09 21:13:01,2025-11-10 06:24:40,0.1,-3.7,-0.01,25.02,-28.72,-0.11,LOSS
102,BUY,2025-11-10 06:27:40,2501.86,10,2501.86,,2025-11-10 06:27:40,,,,,,,,OPEN
102,SELL,2025-11-10 06:28:40,2501.49,10,2501.86,2501.49,2025-11-09 21:13:16,2025-11-10 06:28:40,0.05,-3.7,-0.01,25.02,-28.72,-0.11,LOSS
103,BUY,2025-11-10 06:32:40,2500.5,10,2500.5,,2025-11-10 06:32:40,,,,,,,,OPEN
103,SELL,2025-11-10 06:38:40,2500.96,10,2500.5,2500.96,2025-11-09 21:13:31,2025-11-10 06:38:40,0.73,4.6,0.02,25.0,-20.4,-0.08,LOSS
104,BUY,2025-11-10 06:39:40,2501.0,10,2501.0,,2025-11-10 06:39:40,,,,,,,,OPEN
104,SELL,2025-11-10 06:41:40,2500.93,10,2501.0,2500.93,2025-11-09 21:14:18,2025-11-10 06:41:40,0.1,-0.7,-0.0,25.01,-25.71,-0.1,LOSS
105,BUY,2025-11-10 06:44:40,2501.22,10,2501.22,,2025-11-10 06:44:40,,,,,,,,OPEN
105,SELL,2025-11-10 06:45:40,2501.13,10,2501.22,2501.13,2025-11-09 21:14:33,2025-11-10 06:45:40,0.05,-0.9,-0.0,25.02,-25.92,-0.1,LOSS
106,BUY,2025-11-10 06:47:40,2500.39,10,2500.39,,2025-11-10 06:47:40,,,,,,,,OPEN
106,SELL,2025-11-10 06:51:40,2498.84,10,2500.39,2498.84,2025-11-09 21:14:42,2025-11-10 06:51:40,0.2,-15.5,-0.06,24.99,-40.49,-0.16,LOSS
107,BUY,2025-11-10 06:52:40,2499.55,10,2499.55,,2025-11-10 06:52:40,,,,,,,,OPEN
107,SELL,2025-11-10 06:53:40,2499.29,10,2499.55,2499.29,2025-11-09 21:14:57,2025-11-10 06:53:40,0.05,-2.6,-0.01,25.0,-27.6,-0.11,LOSS
108,BUY,2025-11-10 06:56:40,2499.47,10,2499.47,,2025-11-10 06:56:40,,,,,,,,OPEN
108,SELL,2025-11-10 07:00:40,2500.08,10,2499.47,2500.08,2025-11-09 21:15:16,2025-11-10 07:00:40,0.2,6.1,0.02,25.0,-18.9,-0.08,LOSS
109,BUY,2025-11-10 07:01:40,2499.9,10,2499.9,,2025-11-10 07:01:40,,,,,,,,OPEN
109,SELL,2025-11-10 07:11:40,2500.88,10,2499.9,2500.88,2025-11-09 21:15:31,2025-11-10 07:11:40,0.52,9.8,0.04,25.0,-15.2,-0.06,LOSS
110,BUY,2025-11-10 07:12:40,2500.74,10,2500.74,,2025-11-10 07:12:40,,,,,,,,OPEN
110,SELL,2025-11-10 07:15:40,2499.7,10,2500.74,2499.7,2025-11-09 21:16:05,2025-11-10 07:15:40,0.15,-10.4,-0.04,25.0,-35.4,-0.14,LOSS
111,BUY,2025-11-10 07:16:40,2499.43,10,2499.43,,2025-11-10 07:16:40,,,,,,,,OPEN
111,SELL,2025-11-10 07:24:40,2497.58,10,2499.43,2497.58,2025-11-09 21:16:17,2025-11-10 07:24:40,0.4,-18.5,-0.07,24.99,-43.49,-0.17,LOSS
112,BUY,2025-11-10 07:25:40,2497.16,10,2497.16,,2025-11-10 07:25:40,,,,,,,,OPEN
112,SELL,2025-11-10 07:26:40,2497.57,10,2497.16,2497.57,2025-11-09 21:16:44,2025-11-10 07:26:40,0.05,4.1,0.02,24.98,-20.88,-0.08,LOSS
113,BUY,2025-11-10 07:28:40,2498.08,10,2498.08,,2025-11-10 07:28:40,,,,,,,,OPEN
113,SELL,2025-11-10 07:38:40,2498.13,10,2498.08,2498.13,2025-11-09 21:16:53,2025-11-10 07:38:40,0.5,0.5,0.0,24.98,-24.48,-0.1,LOSS
114,BUY,2025-11-10 07:47:40,2495.81,10,2495.81,,2025-11-10 07:47:40,,,,,,,,OPEN
114,SELL,2025-11-10 07:50:40,2496.22,10,2495.81,2496.22,2025-11-09 21:17:50,2025-11-10 07:50:40,0.15,4.1,0.02,24.96,-20.86,-0.08,LOSS
115,BUY,2025-11-10 07:52:40,2496.74,10,2496.74,,2025-11-10 07:52:40,,,,,,,,OPEN
115,SELL,2025-11-10 07:54:40,2497.67,10,2496.74,2497.67,2025-11-09 21:18:05,2025-11-10 07:54:40,0.1,9.3,0.04,24.97,-15.67,-0.06,LOSS
116,BUY,2025-11-10 07:55:40,2497.12,10,2497.12,,2025-11-10 07:55:40,,,,,,,,OPEN
116,SELL,2025-11-10 07:59:40,2497.23,10,2497.12,2497.23,2025-11-09 21:18:14,2025-11-10 07:59:40,0.2,1.1,0.0,24.98,-23.88,-0.1,LOSS
117,BUY,2025-11-10 08:02:40,2497.77,10,2497.77,,2025-11-10 08:02:40,,,,,,,,OPEN
117,SELL,2025-11-10 08:07:40,2500.6,10,2497.77,2500.6,2025-11-09 21:18:35,2025-11-10 08:07:40,0.25,28.3,0.11,24.99,3.31,0.01,WIN
118,BUY,2025-11-10 08:13:40,2500.54,10,2500.54,,2025-11-10 08:13:40,,,,,,,,OPEN
118,SELL,2025-11-10 08:15:40,2499.32,10,2500.54,2499.32,2025-11-09 21:19:08,2025-11-10 08:15:40,0.1,-12.2,-0.05,25.0,-37.2,-0.15,LOSS
119,BUY,2025-11-10 08:18:40,2497.96,10,2497.96,,2025-11-10 08:18:40,,,,,,,,OPEN
119,SELL,2025-11-10 08:19:40,2497.74,10,2497.96,2497.74,2025-11-09 21:19:23,2025-11-10 08:19:40,0.05,-2.2,-0.01,24.98,-27.18,-0.11,LOSS
120,BUY,2025-11-10 08:20:40,2497.77,10,2497.77,,2025-11-10 08:20:40,,,,,,,,OPEN
120,SELL,2025-11-10 08:24:40,2497.03,10,2497.77,2497.03,2025-11-09 21:19:29,2025-11-10 08:24:40,0.2,-7.4,-0.03,24.98,-32.38,-0.13,LOSS
121,BUY,2025-11-10 08:25:40,2496.96,10,2496.96,,2025-11-10 08:25:40,,,,,,,,OPEN
121,SELL,2025-11-10 08:30:40,2498.52,10,2496.96,2498.52,2025-11-09 21:19:44,2025-11-10 08:30:40,0.25,15.6,0.06,24.97,-9.37,-0.04,LOSS
122,BUY,2025-11-10 08:31:40,2498.07,10,2498.07,,2025-11-10 08:31:40,,,,,,,,OPEN
122,SELL,2025-11-10 08:32:40,2498.31,10,2498.07,2498.31,2025-11-09 21:20:02,2025-11-10 08:32:40,0.05,2.4,0.01,24.98,-22.58,-0.09,LOSS
123,BUY,2025-11-10 08:34:40,2498.72,10,2498.72,,2025-11-10 08:34:40,,,,,,,,OPEN
123,SELL,2025-11-10 08:35:40,2498.61,10,2498.72,2498.61,2025-11-09 21:20:11,2025-11-10 08:35:40,0.05,-1.1,-0.0,24.98,-26.08,-0.1,LOSS
124,BUY,2025-11-10 08:37:40,2499.79,10,2499.79,,2025-11-10 08:37:40,,,,,,,,OPEN
124,SELL,2025-11-10 08:40:40,2498.81,10,2499.79,2498.81,2025-11-09 21:20:20,2025-11-10 08:40:40,0.15,-9.8,-0.04,24.99,-34.79,-0.14,LOSS
125,BUY,2025-11-10 08:41:40,2498.39,10,2498.39,,2025-11-10 08:41:40,,,,,,,,OPEN
125,SELL,2025-11-10 08:44:40,2497.81,10,2498.39,2497.81,2025-11-09 21:20:32,2025-11-10 08:44:40,0.15,-5.8,-0.02,24.98,-30.78,-0.12,LOSS
126,BUY,2025-11-10 08:48:40,2499.15,10,2499.15,,2025-11-10 08:48:40,,,,,,,,OPEN
126,SELL,2025-11-10 08:50:40,2498.29,10,2499.15,2498.29,2025-11-09 21:20:53,2025-11-10 08:50:40,0.1,-8.6,-0.03,24.99,-33.59,-0.13,LOSS
127,BUY,2025-11-10 08:52:40,2498.2,10,2498.2,,2025-11-10 08:52:40,,,,,,,,OPEN
127,SELL,2025-11-10 08:53:40,2498.27,10,2498.2,2498.27,2025-11-09 21:21:05,2025-11-10 08:53:40,0.05,0.7,0.0,24.98,-24.28,-0.1,LOSS
128,BUY,2025-11-10 08:54:40,2498.81,10,2498.81,,2025-11-10 08:54:40,,,,,,,,OPEN
128,SELL,2025-11-10 08:57:40,2499.24,10,2498.81,2499.24,2025-11-09 21:21:11,2025-11-10 08:57:40,0.17,4.3,0.02,24.99,-20.69,-0.08,LOSS
129,BUY,2025-11-10 08:58:40,2499.15,10,2499.15,,2025-11-10 08:58:40,,,,,,,,OPEN
129,SELL,2025-11-10 09:03:40,2498.65,10,2499.15,2498.65,2025-11-09 21:21:24,2025-11-10 09:03:40,0.25,-5.0,-0.02,24.99,-29.99,-0.12,LOSS
130,BUY,2025-11-10 09:07:40,2498.67,10,2498.67,,2025-11-10 09:07:40,,,,,,,,OPEN
130,SELL,2025-11-10 09:11:40,2498.57,10,2498.67,2498.57,2025-11-09 21:21:51,2025-11-10 09:11:40,0.2,-1.0,-0.0,24.98,-25.98,-0.1,LOSS
131,BUY,2025-11-10 09:14:40,2497.92,10,2497.92,,2025-11-10 09:14:40,,,,,,,,OPEN
131,SELL,2025-11-10 09:17:40,2498.07,10,2497.92,2498.07,2025-11-09 21:22:12,2025-11-10 09:17:40,0.15,1.5,0.01,24.98,-23.48,-0.09,LOSS
132,BUY,2025-11-10 09:22:40,2498.92,10,2498.92,,2025-11-10 09:22:40,,,,,,,,OPEN
132,SELL,2025-11-10 09:26:40,2497.48,10,2498.92,2497.48,2025-11-09 21:22:36,2025-11-10 09:26:40,0.2,-14.4,-0.06,24.98,-39.38,-0.16,LOSS
133,BUY,2025-11-10 09:29:40,2497.05,10,2497.05,,2025-11-10 09:29:40,,,,,,,,OPEN
133,SELL,2025-11-10 09:30:40,2497.34,10,2497.05,2497.34,2025-11-09 21:22:57,2025-11-10 09:30:40,0.05,2.9,0.01,24.98,-22.08,-0.09,LOSS
134,BUY,2025-11-10 09:31:40,2497.51,10,2497.51,,2025-11-10 09:31:40,,,,,,,,OPEN
134,SELL,2025-11-10 09:32:40,2497.2,10,2497.51,2497.2,2025-11-09 21:23:03,2025-11-10 09:32:40,0.05,-3.1,-0.01,24.98,-28.08,-0.11,LOSS
135,BUY,2025-11-10 09:33:40,2497.87,10,2497.87,,2025-11-10 09:33:40,,,,,,,,OPEN
135,SELL,2025-11-10 09:35:40,2496.85,10,2497.87,2496.85,2025-11-09 21:23:09,2025-11-10 09:35:40,0.1,-10.2,-0.04,24.97,-35.17,-0.14,LOSS
136,BUY,2025-11-10 09:36:40,2496.61,10,2496.61,,2025-11-10 09:36:40,,,,,,,,OPEN
136,SELL,2025-11-10 09:39:40,2496.27,10,2496.61,2496.27,2025-11-09 21:23:18,2025-11-10 09:39:40,0.15,-3.4,-0.01,24.96,-28.36,-0.11,LOSS
137,BUY,2025-11-10 09:44:40,2498.22,10,2498.22,,2025-11-10 09:44:40,,,,,,,,OPEN
137,SELL,2025-11-10 09:47:40,2497.85,10,2498.22,2497.85,2025-11-09 21:23:42,2025-11-10 09:47:40,0.15,-3.7,-0.01,24.98,-28.68,-0.11,LOSS
138,BUY,2025-11-10 09:49:40,2497.85,10,2497.85,,2025-11-10 09:49:40,,,,,,,,OPEN
138,SELL,2025-11-10 09:53:40,2498.73,10,2497.85,2498.73,2025-11-09 21:23:57,2025-11-10 09:53:40,0.2,8.8,0.04,24.98,-16.18,-0.06,LOSS
139,BUY,2025-11-10 09:54:40,2499.34,10,2499.34,,2025-11-10 09:54:40,,,,,,,,OPEN
139,SELL,2025-11-10 09:57:40,2500.42,10,2499.34,2500.42,2025-11-09 21:24:12,2025-11-10 09:57:40,0.15,10.8,0.04,25.0,-14.2,-0.06,LOSS
140,BUY,2025-11-10 09:58:40,2501.14,10,2501.14,,2025-11-10 09:58:40,,,,,,,,OPEN
140,SELL,2025-11-10 09:59:40,2500.95,10,2501.14,2500.95,2025-11-09 21:24:24,2025-11-10 09:59:40,0.05,-1.9,-0.01,25.01,-26.91,-0.11,LOSS
141,BUY,2025-11-10 10:02:40,2501.56,10,2501.56,,2025-11-10 10:02:40,,,,,,,,OPEN
141,SELL,2025-11-10 10:06:40,2503.08,10,2501.56,2503.08,2025-11-09 21:24:36,2025-11-10 10:06:40,0.2,15.2,0.06,25.03,-9.83,-0.04,LOSS
142,BUY,2025-11-10 10:10:40,2503.23,10,2503.23,,2025-11-10 10:10:40,,,,,,,,OPEN
142,SELL,2025-11-10 10:12:40,2503.51,10,2503.23,2503.51,2025-11-09 21:25:00,2025-11-10 10:12:40,0.1,2.8,0.01,25.04,-22.24,-0.09,LOSS
143,BUY,2025-11-10 10:16:40,2502.9,10,2502.9,,2025-11-10 10:16:40,,,,,,,,OPEN
143,SELL,2025-11-10 10:19:40,2501.78,10,2502.9,2501.78,2025-11-09 21:25:18,2025-11-10 10:19:40,0.15,-11.2,-0.04,25.02,-36.22,-0.14,LOSS
144,BUY,2025-11-10 10:23:40,2501.55,10,2501.55,,2025-11-10 10:23:40,,,,,,,,OPEN
144,SELL,2025-11-10 10:25:40,2501.25,10,2501.55,2501.25,2025-11-09 21:25:39,2025-11-10 10:25:40,0.1,-3.0,-0.01,25.02,-28.02,-0.11,LOSS
145,BUY,2025-11-10 10:30:40,2500.97,10,2500.97,,2025-11-10 10:30:40,,,,,,,,OPEN
145,SELL,2025-11-10 10:35:40,2500.22,10,2500.97,2500.22,2025-11-09 21:26:00,2025-11-10 10:35:40,0.25,-7.5,-0.03,25.0,-32.5,-0.13,LOSS
146,BUY,2025-11-10 10:45:40,2504.92,10,2504.92,,2025-11-10 10:45:40,,,,,,,,OPEN
146,SELL,2025-11-10 10:55:40,2507.56,10,2504.92,2507.56,2025-11-09 21:26:45,2025-11-10 10:55:40,0.5,26.4,0.11,25.06,1.34,0.01,WIN
147,BUY,2025-11-10 11:00:40,2506.73,10,2506.73,,2025-11-10 11:00:40,,,,,,,,OPEN
147,SELL,2025-11-10 11:01:40,2506.34,10,2506.73,2506.34,2025-11-09 21:27:31,2025-11-10 11:01:40,0.05,-3.9,-0.02,25.06,-28.96,-0.12,LOSS
148,BUY,2025-11-10 11:03:40,2505.73,10,2505.73,,2025-11-10 11:03:40,,,,,,,,OPEN
148,SELL,2025-11-10 11:04:40,2504.75,10,2505.73,2504.75,2025-11-09 21:27:40,2025-11-10 11:04:40,0.05,-9.8,-0.04,25.05,-34.85,-0.14,LOSS
149,BUY,2025-11-10 11:11:40,2504.28,10,2504.28,,2025-11-10 11:11:40,,,,,,,,OPEN
149,SELL,2025-11-10 11:17:40,2502.67,10,2504.28,2502.67,2025-11-09 21:28:04,2025-11-10 11:17:40,0.3,-16.1,-0.06,25.03,-41.13,-0.16,LOSS
150,BUY,2025-11-10 11:21:40,2503.47,10,2503.47,,2025-11-10 11:21:40,,,,,,,,OPEN
150,SELL,2025-11-10 11:22:40,2504.19,10,2503.47,2504.19,2025-11-09 21:28:34,2025-11-10 11:22:40,0.05,7.2,0.03,25.04,-17.84,-0.07,LOSS
151,BUY,2025-11-10 11:23:40,2503.82,10,2503.82,,2025-11-10 11:23:40,,,,,,,,OPEN
151,SELL,2025-11-10 11:34:40,2505.12,10,2503.82,2505.12,2025-11-09 21:28:40,2025-11-10 11:34:40,0.55,13.0,0.05,25.05,-12.05,-0.05,LOSS
152,BUY,2025-11-10 11:39:40,2504.2,10,2504.2,,2025-11-10 11:39:40,,,,,,,,OPEN
152,SELL,2025-11-10 11:41:40,2503.62,10,2504.2,2503.62,2025-11-09 21:29:28,2025-11-10 11:41:40,0.1,-5.8,-0.02,25.04,-30.84,-0.12,LOSS
153,BUY,2025-11-10 11:45:40,2503.17,10,2503.17,,2025-11-10 11:45:40,,,,,,,,OPEN
153,SELL,2025-11-10 11:46:40,2502.93,10,2503.17,2502.93,2025-11-09 21:29:46,2025-11-10 11:46:40,0.05,-2.4,-0.01,25.03,-27.43,-0.11,LOSS
154,BUY,2025-11-10 11:50:40,2502.49,10,2502.49,,2025-11-10 11:50:40,,,,,,,,OPEN
154,SELL,2025-11-10 11:51:40,2501.6,10,2502.49,2501.6,2025-11-09 21:30:01,2025-11-10 11:51:40,0.05,-8.9,-0.04,25.02,-33.92,-0.14,LOSS
155,BUY,2025-11-10 11:53:40,2502.59,10,2502.59,,2025-11-10 11:53:40,,,,,,,,OPEN
155,SELL,2025-11-10 12:04:40,2503.27,10,2502.59,2503.27,2025-11-09 21:30:10,2025-11-10 12:04:40,0.55,6.8,0.03,25.03,-18.23,-0.07,LOSS
156,BUY,2025-11-10 12:05:40,2503.29,10,2503.29,,2025-11-10 12:05:40,,,,,,,,OPEN
156,SELL,2025-11-10 12:09:40,2505.15,10,2503.29,2505.15,2025-11-09 21:30:46,2025-11-10 12:09:40,0.2,18.6,0.07,25.05,-6.45,-0.03,LOSS
157,BUY,2025-11-10 12:12:40,2506.41,10,2506.41,,2025-11-10 12:12:40,,,,,,,,OPEN
157,SELL,2025-11-10 12:14:40,2505.76,10,2506.41,2505.76,2025-11-09 21:31:07,2025-11-10 12:14:40,0.1,-6.5,-0.03,25.06,-31.56,-0.13,LOSS
158,BUY,2025-11-10 12:18:40,2504.49,10,2504.49,,2025-11-10 12:18:40,,,,,,,,OPEN
158,SELL,2025-11-10 12:23:40,2503.2,10,2504.49,2503.2,2025-11-09 21:31:25,2025-11-10 12:23:40,0.25,-12.9,-0.05,25.04,-37.94,-0.15,LOSS
159,BUY,2025-11-10 12:35:40,2501.2,10,2501.2,,2025-11-10 12:35:40,,,,,,,,OPEN
159,SELL,2025-11-10 12:36:40,2501.75,10,2501.2,2501.75,2025-11-09 21:32:16,2025-11-10 12:36:40,0.05,5.5,0.02,25.02,-19.52,-0.08,LOSS
160,BUY,2025-11-10 12:37:40,2501.66,10,2501.66,,2025-11-10 12:37:40,,,,,,,,OPEN
160,SELL,2025-11-10 12:43:40,2503.24,10,2501.66,2503.24,2025-11-09 21:32:22,2025-11-10 12:43:40,0.3,15.8,0.06,25.03,-9.23,-0.04,LOSS
161,BUY,2025-11-10 12:45:40,2503.1,10,2503.1,,2025-11-10 12:45:40,,,,,,,,OPEN
161,SELL,2025-11-10 12:47:40,2503.01,10,2503.1,2503.01,2025-11-09 21:32:46,2025-11-10 12:47:40,0.1,-0.9,-0.0,25.04,-25.94,-0.1,LOSS
162,BUY,2025-11-10 12:48:40,2503.92,10,2503.92,,2025-11-10 12:48:40,,,,,,,,OPEN
162,SELL,2025-11-10 12:50:40,2503.58,10,2503.92,2503.58,2025-11-09 21:32:55,2025-11-10 12:50:40,0.1,-3.4,-0.01,25.04,-28.44,-0.11,LOSS
163,BUY,2025-11-10 12:51:40,2502.68,10,2502.68,,2025-11-10 12:51:40,,,,,,,,OPEN
163,SELL,2025-11-10 12:53:40,2502.6,10,2502.68,2502.6,2025-11-09 21:33:04,2025-11-10 12:53:40,0.1,-0.8,-0.0,25.02,-25.82,-0.1,LOSS
164,BUY,2025-11-10 12:58:40,2502.19,10,2502.19,,2025-11-10 12:58:40,,,,,,,,OPEN
164,SELL,2025-11-10 13:04:40,2503.93,10,2502.19,2503.93,2025-11-09 21:33:26,2025-11-10 13:04:40,0.3,17.4,0.07,25.03,-7.63,-0.03,LOSS
165,BUY,2025-11-10 13:05:40,2503.63,10,2503.63,,2025-11-10 13:05:40,,,,,,,,OPEN
165,SELL,2025-11-10 13:11:40,2502.84,10,2503.63,2502.84,2025-11-09 21:33:47,2025-11-10 13:11:40,0.3,-7.9,-0.03,25.03,-32.93,-0.13,LOSS
166,BUY,2025-11-10 13:16:40,2501.59,10,2501.59,,2025-11-10 13:16:40,,,,,,,,OPEN
166,SELL,2025-11-10 13:17:40,2501.3,10,2501.59,2501.3,2025-11-09 21:34:20,2025-11-10 13:17:40,0.05,-2.9,-0.01,25.02,-27.92,-0.11,LOSS
167,BUY,2025-11-10 13:21:40,2499.24,10,2499.24,,2025-11-10 13:21:40,,,,,,,,OPEN
167,SELL,2025-11-10 13:25:40,2498.73,10,2499.24,2498.73,2025-11-09 21:34:35,2025-11-10 13:25:40,0.2,-5.1,-0.02,24.99,-30.09,-0.12,LOSS
168,BUY,2025-11-10 13:26:40,2498.67,10,2498.67,,2025-11-10 13:26:40,,,,,,,,OPEN
168,SELL,2025-11-10 13:28:40,2498.91,10,2498.67,2498.91,2025-11-09 21:34:50,2025-11-10 13:28:40,0.1,2.4,0.01,24.98,-22.58,-0.09,LOSS
169,BUY,2025-11-10 13:32:40,2497.96,10,2497.96,,2025-11-10 13:32:40,,,,,,,,OPEN
169,SELL,2025-11-10 13:38:40,2499.19,10,2497.96,2499.19,2025-11-09 21:35:08,2025-11-10 13:38:40,0.3,12.3,0.05,24.99,-12.69,-0.05,LOSS
170,BUY,2025-11-10 13:39:40,2499.33,10,2499.33,,2025-11-10 13:39:40,,,,,,,,OPEN
170,SELL,2025-11-10 13:41:40,2499.25,10,2499.33,2499.25,2025-11-09 21:35:29,2025-11-10 13:41:40,0.1,-0.8,-0.0,25.0,-25.8,-0.1,LOSS
171,BUY,2025-11-10 13:47:40,2498.78,10,2498.78,,2025-11-10 13:47:40,,,,,,,,OPEN
171,SELL,2025-11-10 13:48:40,2498.55,10,2498.78,2498.55,2025-11-09 21:35:53,2025-11-10 13:48:40,0.05,-2.3,-0.01,24.98,-27.28,-0.11,LOSS
172,BUY,2025-11-10 13:55:40,2496.28,10,2496.28,,2025-11-10 13:55:40,,,,,,,,OPEN
172,SELL,2025-11-10 13:57:40,2497.97,10,2496.28,2497.97,2025-11-09 21:36:17,2025-11-10 13:57:40,0.1,16.9,0.07,24.97,-8.07,-0.03,LOSS
173,BUY,2025-11-10 14:01:40,2495.95,10,2495.95,,2025-11-10 14:01:40,,,,,,,,OPEN
173,SELL,2025-11-10 14:05:40,2495.03,10,2495.95,2495.03,2025-11-09 21:36:35,2025-11-10 14:05:40,0.2,-9.2,-0.04,24.96,-34.16,-0.14,LOSS
174,BUY,2025-11-10 14:06:40,2495.06,10,2495.06,,2025-11-10 14:06:40,,,,,,,,OPEN
174,SELL,2025-11-10 14:07:40,2495.16,10,2495.06,2495.16,2025-11-09 21:36:50,2025-11-10 14:07:40,0.05,1.0,0.0,24.96,-23.96,-0.1,LOSS
175,BUY,2025-11-10 14:08:40,2494.27,10,2494.27,,2025-11-10 14:08:40,,,,,,,,OPEN
175,SELL,2025-11-10 14:10:40,2493.73,10,2494.27,2493.73,2025-11-09 21:36:56,2025-11-10 14:10:40,0.1,-5.4,-0.02,24.94,-30.34,-0.12,LOSS
176,BUY,2025-11-10 14:11:40,2493.07,10,2493.07,,2025-11-10 14:11:40,,,,,,,,OPEN
176,SELL,2025-11-10 14:16:40,2494.22,10,2493.07,2494.22,2025-11-09 21:37:05,2025-11-10 14:16:40,0.25,11.5,0.05,24.94,-13.44,-0.05,LOSS
177,BUY,2025-11-10 14:17:40,2493.25,10,2493.25,,2025-11-10 14:17:40,,,,,,,,OPEN
177,SELL,2025-11-10 14:18:40,2494.09,10,2493.25,2494.09,2025-11-09 21:37:23,2025-11-10 14:18:40,0.05,8.4,0.03,24.94,-16.54,-0.07,LOSS
178,BUY,2025-11-10 14:20:40,2493.44,10,2493.44,,2025-11-10 14:20:40,,,,,,,,OPEN
178,SELL,2025-11-10 14:21:40,2493.15,10,2493.44,2493.15,2025-11-09 21:37:32,2025-11-10 14:21:40,0.05,-2.9,-0.01,24.94,-27.84,-0.11,LOSS
179,BUY,2025-11-10 14:23:40,2493.04,10,2493.04,,2025-11-10 14:23:40,,,,,,,,OPEN
179,SELL,2025-11-10 14:24:40,2492.82,10,2493.04,2492.82,2025-11-09 21:37:41,2025-11-10 14:24:40,0.05,-2.2,-0.01,24.93,-27.13,-0.11,LOSS
180,BUY,2025-11-10 14:28:40,2493.39,10,2493.39,,2025-11-10 14:28:40,,,,,,,,OPEN
180,SELL,2025-11-10 14:29:40,2493.87,10,2493.39,2493.87,2025-11-09 21:37:56,2025-11-10 14:29:40,0.05,4.8,0.02,24.94,-20.14,-0.08,LOSS
181,BUY,2025-11-10 14:32:40,2495.65,10,2495.65,,2025-11-10 14:32:40,,,,,,,,OPEN
181,SELL,2025-11-10 14:35:40,2494.98,10,2495.65,2494.98,2025-11-09 21:38:08,2025-11-10 14:35:40,0.15,-6.7,-0.03,24.95,-31.65,-0.13,LOSS
182,BUY,2025-11-10 14:42:40,2494.79,10,2494.79,,2025-11-10 14:42:40,,,,,,,,OPEN
182,SELL,2025-11-10 14:44:40,2495.34,10,2494.79,2495.34,2025-11-09 21:38:39,2025-11-10 14:44:40,0.1,5.5,0.02,24.95,-19.45,-0.08,LOSS
183,BUY,2025-11-10 14:46:40,2495.93,10,2495.93,,2025-11-10 14:46:40,,,,,,,,OPEN
183,SELL,2025-11-10 14:53:40,2496.96,10,2495.93,2496.96,2025-11-09 21:38:51,2025-11-10 14:53:40,0.35,10.3,0.04,24.96,-14.66,-0.06,LOSS
184,BUY,2025-11-10 14:58:40,2498.48,10,2498.48,,2025-11-10 14:58:40,,,,,,,,OPEN
