Trade ID,Action,Timestamp,Price,Quantity,Entry Price,Exit Price,Entry Time,Exit Time,Holding Period (min),Gross P&L,Gross P&L %,Fees,Net P&L,Net P&L %,Status
184,SELL,2025-11-10 16:38:51,2511.93,10,2513.56,2511.93,2025-11-09 23:11:07,2025-11-10 16:38:51,0.1,-16.3,-0.06,25.13,-41.43,-0.16,LOSS
185,BUY,2025-11-10 16:58:51,2512.1,10,2512.1,,2025-11-10 16:58:51,,,,,,,,OPEN
185,SELL,2025-11-10 17:00:51,2511.11,10,2512.1,2511.11,2025-11-09 23:12:13,2025-11-10 17:00:51,0.1,-9.9,-0.04,25.12,-35.02,-0.14,LOSS
186,BUY,2025-11-10 17:01:51,2511.05,10,2511.05,,2025-11-10 17:01:51,,,,,,,,OPEN
186,SELL,2025-11-10 17:05:51,2511.82,10,2511.05,2511.82,2025-11-09 23:12:22,2025-11-10 17:05:51,0.2,7.7,0.03,25.12,-17.42,-0.07,LOSS
187,BUY,2025-11-10 17:06:51,2511.96,10,2511.96,,2025-11-10 17:06:51,,,,,,,,OPEN
187,SELL,2025-11-10 17:21:51,2512.16,10,2511.96,2512.16,2025-11-09 23:12:37,2025-11-10 17:21:51,0.75,2.0,0.01,25.12,-23.12,-0.09,LOSS
188,BUY,2025-11-10 17:22:51,2512.78,10,2512.78,,2025-11-10 17:22:51,,,,,,,,OPEN
188,SELL,2025-11-10 17:23:51,2511.82,10,2512.78,2511.82,2025-11-09 23:13:25,2025-11-10 17:23:51,0.05,-9.6,-0.04,25.12,-34.72,-0.14,LOSS
189,BUY,2025-11-10 17:27:51,2512.23,10,2512.23,,2025-11-10 17:27:51,,,,,,,,OPEN
189,SELL,2025-11-10 17:28:51,2512.34,10,2512.23,2512.34,2025-11-09 23:13:40,2025-11-10 17:28:51,0.05,1.1,0.0,25.12,-24.02,-0.1,LOSS
190,BUY,2025-11-10 17:29:51,2512.46,10,2512.46,,2025-11-10 17:29:51,,,,,,,,OPEN
190,SELL,2025-11-10 17:31:51,2512.61,10,2512.46,2512.61,2025-11-09 23:13:46,2025-11-10 17:31:51,0.1,1.5,0.01,25.12,-23.62,-0.09,LOSS
191,BUY,2025-11-10 17:33:51,2513.66,10,2513.66,,2025-11-10 17:33:51,,,,,,,,OPEN
191,SELL,2025-11-10 17:35:51,2513.18,10,2513.66,2513.18,2025-11-09 23:13:58,2025-11-10 17:35:51,0.1,-4.8,-0.02,25.14,-29.94,-0.12,LOSS
192,BUY,2025-11-10 17:37:51,2512.1,10,2512.1,,2025-11-10 17:37:51,,,,,,,,OPEN
192,SELL,2025-11-10 17:42:51,2511.36,10,2512.1,2511.36,2025-11-09 23:14:10,2025-11-10 17:42:51,0.25,-7.4,-0.03,25.12,-32.52,-0.13,LOSS
193,BUY,2025-11-10 17:43:51,2510.47,10,2510.47,,2025-11-10 17:43:51,,,,,,,,OPEN
193,SELL,2025-11-10 17:45:51,2511.19,10,2510.47,2511.19,2025-11-09 23:14:28,2025-11-10 17:45:51,0.1,7.2,0.03,25.11,-17.91,-0.07,LOSS
194,BUY,2025-11-10 17:48:51,2511.62,10,2511.62,,2025-11-10 17:48:51,,,,,,,,OPEN
194,SELL,2025-11-10 17:51:51,2510.48,10,2511.62,2510.48,2025-11-09 23:14:43,2025-11-10 17:51:51,0.15,-11.4,-0.05,25.11,-36.51,-0.15,LOSS
195,BUY,2025-11-10 17:52:51,2510.4,10,2510.4,,2025-11-10 17:52:51,,,,,,,,OPEN
195,SELL,2025-11-10 18:00:51,2511.24,10,2510.4,2511.24,2025-11-09 23:14:55,2025-11-10 18:00:51,0.4,8.4,0.03,25.11,-16.71,-0.07,LOSS
196,BUY,2025-11-10 18:10:51,2511.75,10,2511.75,,2025-11-10 18:10:51,,,,,,,,OPEN
196,SELL,2025-11-10 18:18:51,2509.7,10,2511.75,2509.7,2025-11-09 23:15:49,2025-11-10 18:18:51,0.42,-20.5,-0.08,25.11,-45.61,-0.18,LOSS
197,BUY,2025-11-10 18:19:51,2509.95,10,2509.95,,2025-11-10 18:19:51,,,,,,,,OPEN
197,SELL,2025-11-10 18:22:51,2508.7,10,2509.95,2508.7,2025-11-09 23:16:17,2025-11-10 18:22:51,0.15,-12.5,-0.05,25.09,-37.59,-0.15,LOSS
198,BUY,2025-11-10 18:27:51,2507.8,10,2507.8,,2025-11-10 18:27:51,,,,,,,,OPEN
198,SELL,2025-11-10 18:28:51,2507.85,10,2507.8,2507.85,2025-11-09 23:16:41,2025-11-10 18:28:51,0.05,0.5,0.0,25.08,-24.58,-0.1,LOSS
199,BUY,2025-11-10 18:30:51,2507.18,10,2507.18,,2025-11-10 18:30:51,,,,,,,,OPEN
199,SELL,2025-11-10 18:32:51,2507.53,10,2507.18,2507.53,2025-11-09 23:16:50,2025-11-10 18:32:51,0.1,3.5,0.01,25.08,-21.58,-0.09,LOSS
200,BUY,2025-11-10 18:33:51,2507.03,10,2507.03,,2025-11-10 18:33:51,,,,,,,,OPEN
200,SELL,2025-11-10 18:34:51,2506.6,10,2507.03,2506.6,2025-11-09 23:16:59,2025-11-10 18:34:51,0.05,-4.3,-0.02,25.07,-29.37,-0.12,LOSS
201,BUY,2025-11-10 18:36:51,2506.45,10,2506.45,,2025-11-10 18:36:51,,,,,,,,OPEN
201,SELL,2025-11-10 18:37:51,2506.15,10,2506.45,2506.15,2025-11-09 23:17:08,2025-11-10 18:37:51,0.05,-3.0,-0.01,25.06,-28.06,-0.11,LOSS
202,BUY,2025-11-10 18:39:51,2506.39,10,2506.39,,2025-11-10 18:39:51,,,,,,,,OPEN
202,SELL,2025-11-10 18:42:51,2505.7,10,2506.39,2505.7,2025-11-09 23:17:17,2025-11-10 18:42:51,0.15,-6.9,-0.03,25.06,-31.96,-0.13,LOSS
203,BUY,2025-11-10 18:43:51,2506.07,10,2506.07,,2025-11-10 18:43:51,,,,,,,,OPEN
203,SELL,2025-11-10 18:45:51,2505.13,10,2506.07,2505.13,2025-11-09 23:17:29,2025-11-10 18:45:51,0.1,-9.4,-0.04,25.06,-34.46,-0.14,LOSS
204,BUY,2025-11-10 18:50:51,2506.19,10,2506.19,,2025-11-10 18:50:51,,,,,,,,OPEN
204,SELL,2025-11-10 18:52:51,2506.69,10,2506.19,2506.69,2025-11-09 23:17:50,2025-11-10 18:52:51,0.1,5.0,0.02,25.06,-20.06,-0.08,LOSS
205,BUY,2025-11-10 18:54:51,2507.31,10,2507.31,,2025-11-10 18:54:51,,,,,,,,OPEN
205,SELL,2025-11-10 18:57:51,2507.64,10,2507.31,2507.64,2025-11-09 23:18:02,2025-11-10 18:57:51,0.15,3.3,0.01,25.08,-21.78,-0.09,LOSS
206,BUY,2025-11-10 18:58:51,2507.74,10,2507.74,,2025-11-10 18:58:51,,,,,,,,OPEN
206,SELL,2025-11-10 19:00:51,2506.12,10,2507.74,2506.12,2025-11-09 23:18:14,2025-11-10 19:00:51,0.1,-16.2,-0.06,25.07,-41.27,-0.16,LOSS
207,BUY,2025-11-10 19:01:51,2506.07,10,2506.07,,2025-11-10 19:01:51,,,,,,,,OPEN
207,SELL,2025-11-10 19:09:51,2505.96,10,2506.07,2505.96,2025-11-09 23:18:23,2025-11-10 19:09:51,0.4,-1.1,-0.0,25.06,-26.16,-0.1,LOSS
208,BUY,2025-11-10 19:11:51,2505.82,10,2505.82,,2025-11-10 19:11:51,,,,,,,,OPEN
208,SELL,2025-11-10 19:13:51,2505.81,10,2505.82,2505.81,2025-11-09 23:18:53,2025-11-10 19:13:51,0.1,-0.1,-0.0,25.06,-25.16,-0.1,LOSS
209,BUY,2025-11-10 19:15:51,2506.16,10,2506.16,,2025-11-10 19:15:51,,,,,,,,OPEN
209,SELL,2025-11-10 19:21:51,2506.12,10,2506.16,2506.12,2025-11-09 23:19:05,2025-11-10 19:21:51,0.3,-0.4,-0.0,25.06,-25.46,-0.1,LOSS
210,BUY,2025-11-10 19:22:51,2506.28,10,2506.28,,2025-11-10 19:22:51,,,,,,,,OPEN
210,SELL,2025-11-10 19:26:51,2505.95,10,2506.28,2505.95,2025-11-09 23:19:26,2025-11-10 19:26:51,0.2,-3.3,-0.01,25.06,-28.36,-0.11,LOSS
211,BUY,2025-11-10 19:28:51,2505.73,10,2505.73,,2025-11-10 19:28:51,,,,,,,,OPEN
211,SELL,2025-11-10 19:30:51,2506.0,10,2505.73,2506.0,2025-11-09 23:19:44,2025-11-10 19:30:51,0.1,2.7,0.01,25.06,-22.36,-0.09,LOSS
212,BUY,2025-11-10 19:31:51,2505.95,10,2505.95,,2025-11-10 19:31:51,,,,,,,,OPEN
212,SELL,2025-11-10 19:34:51,2504.89,10,2505.95,2504.89,2025-11-09 23:19:53,2025-11-10 19:34:51,0.15,-10.6,-0.04,25.05,-35.65,-0.14,LOSS
213,BUY,2025-11-10 19:36:51,2504.3,10,2504.3,,2025-11-10 19:36:51,,,,,,,,OPEN
213,SELL,2025-11-10 19:39:51,2505.94,10,2504.3,2505.94,2025-11-09 23:20:08,2025-11-10 19:39:51,0.15,16.4,0.07,25.05,-8.65,-0.03,LOSS
214,BUY,2025-11-10 19:50:51,2507.54,10,2507.54,,2025-11-10 19:50:51,,,,,,,,OPEN
214,SELL,2025-11-10 19:51:51,2507.57,10,2507.54,2507.57,2025-11-09 23:20:50,2025-11-10 19:51:51,0.05,0.3,0.0,25.08,-24.78,-0.1,LOSS
215,BUY,2025-11-10 20:02:51,2507.2,10,2507.2,,2025-11-10 20:02:51,,,,,,,,OPEN
215,SELL,2025-11-10 20:04:51,2506.99,10,2507.2,2506.99,2025-11-09 23:21:27,2025-11-10 20:04:51,0.1,-2.1,-0.01,25.07,-27.17,-0.11,LOSS
216,BUY,2025-11-10 20:05:51,2507.3,10,2507.3,,2025-11-10 20:05:51,,,,,,,,OPEN
216,SELL,2025-11-10 20:08:51,2508.08,10,2507.3,2508.08,2025-11-09 23:21:36,2025-11-10 20:08:51,0.15,7.8,0.03,25.08,-17.28,-0.07,LOSS
217,BUY,2025-11-10 20:10:51,2507.38,10,2507.38,,2025-11-10 20:10:51,,,,,,,,OPEN
217,SELL,2025-11-10 20:13:51,2507.82,10,2507.38,2507.82,2025-11-09 23:21:51,2025-11-10 20:13:51,0.15,4.4,0.02,25.08,-20.68,-0.08,LOSS
218,BUY,2025-11-10 20:14:51,2507.67,10,2507.67,,2025-11-10 20:14:51,,,,,,,,OPEN
218,SELL,2025-11-10 20:15:51,2507.77,10,2507.67,2507.77,2025-11-09 23:22:03,2025-11-10 20:15:51,0.05,1.0,0.0,25.08,-24.08,-0.1,LOSS
219,BUY,2025-11-10 20:19:51,2509.79,10,2509.79,,2025-11-10 20:19:51,,,,,,,,OPEN
219,SELL,2025-11-10 20:23:51,2509.98,10,2509.79,2509.98,2025-11-09 23:22:18,2025-11-10 20:23:51,0.2,1.9,0.01,25.1,-23.2,-0.09,LOSS
220,BUY,2025-11-10 20:24:51,2509.98,10,2509.98,,2025-11-10 20:24:51,,,,,,,,OPEN
220,SELL,2025-11-10 20:28:51,2509.85,10,2509.98,2509.85,2025-11-09 23:22:33,2025-11-10 20:28:51,0.2,-1.3,-0.01,25.1,-26.4,-0.11,LOSS
221,BUY,2025-11-10 20:31:51,2510.55,10,2510.55,,2025-11-10 20:31:51,,,,,,,,OPEN
221,SELL,2025-11-10 20:33:51,2510.36,10,2510.55,2510.36,2025-11-09 23:22:54,2025-11-10 20:33:51,0.1,-1.9,-0.01,25.1,-27.0,-0.11,LOSS
222,BUY,2025-11-10 20:35:51,2511.43,10,2511.43,,2025-11-10 20:35:51,,,,,,,,OPEN
222,SELL,2025-11-10 20:37:51,2512.13,10,2511.43,2512.13,2025-11-09 23:23:06,2025-11-10 20:37:51,0.1,7.0,0.03,25.12,-18.12,-0.07,LOSS
223,BUY,2025-11-10 20:40:51,2510.54,10,2510.54,,2025-11-10 20:40:51,,,,,,,,OPEN
223,SELL,2025-11-10 20:41:51,2510.36,10,2510.54,2510.36,2025-11-09 23:23:21,2025-11-10 20:41:51,0.05,-1.8,-0.01,25.1,-26.9,-0.11,LOSS
224,BUY,2025-11-10 20:42:51,2510.72,10,2510.72,,2025-11-10 20:42:51,,,,,,,,OPEN
224,SELL,2025-11-10 20:43:51,2510.08,10,2510.72,2510.08,2025-11-09 23:23:27,2025-11-10 20:43:51,0.05,-6.4,-0.03,25.1,-31.5,-0.13,LOSS
225,BUY,2025-11-10 20:49:51,2510.75,10,2510.75,,2025-11-10 20:49:51,,,,,,,,OPEN
225,SELL,2025-11-10 20:52:51,2509.89,10,2510.75,2509.89,2025-11-09 23:23:48,2025-11-10 20:52:51,0.15,-8.6,-0.03,25.1,-33.7,-0.13,LOSS
226,BUY,2025-11-10 20:53:51,2509.53,10,2509.53,,2025-11-10 20:53:51,,,,,,,,OPEN
226,SELL,2025-11-10 20:54:51,2509.2,10,2509.53,2509.2,2025-11-09 23:24:00,2025-11-10 20:54:51,0.05,-3.3,-0.01,25.1,-28.4,-0.11,LOSS
227,BUY,2025-11-10 20:56:51,2508.66,10,2508.66,,2025-11-10 20:56:51,,,,,,,,OPEN
227,SELL,2025-11-10 21:00:51,2508.73,10,2508.66,2508.73,2025-11-09 23:24:09,2025-11-10 21:00:51,0.2,0.7,0.0,25.08,-24.38,-0.1,LOSS
228,BUY,2025-11-10 21:01:51,2509.55,10,2509.55,,2025-11-10 21:01:51,,,,,,,,OPEN
228,SELL,2025-11-10 21:06:51,2507.57,10,2509.55,2507.57,2025-11-09 23:24:24,2025-11-10 21:06:51,0.25,-19.8,-0.08,25.09,-44.89,-0.18,LOSS
229,BUY,2025-11-10 21:08:51,2506.36,10,2506.36,,2025-11-10 21:08:51,,,,,,,,OPEN
229,SELL,2025-11-10 21:15:51,2505.55,10,2506.36,2505.55,2025-11-09 23:24:45,2025-11-10 21:15:51,0.35,-8.1,-0.03,25.06,-33.16,-0.13,LOSS
230,BUY,2025-11-10 21:23:51,2505.35,10,2505.35,,2025-11-10 21:23:51,,,,,,,,OPEN
230,SELL,2025-11-10 21:26:51,2504.79,10,2505.35,2504.79,2025-11-09 23:25:30,2025-11-10 21:26:51,0.15,-5.6,-0.02,25.05,-30.65,-0.12,LOSS
231,BUY,2025-11-10 21:30:51,2505.26,10,2505.26,,2025-11-10 21:30:51,,,,,,,,OPEN
231,SELL,2025-11-10 21:32:51,2505.01,10,2505.26,2505.01,2025-11-09 23:25:51,2025-11-10 21:32:51,0.1,-2.5,-0.01,25.06,-27.56,-0.11,LOSS
232,BUY,2025-11-10 21:33:51,2505.95,10,2505.95,,2025-11-10 21:33:51,,,,,,,,OPEN
232,SELL,2025-11-10 21:37:51,2507.53,10,2505.95,2507.53,2025-11-09 23:26:00,2025-11-10 21:37:51,0.2,15.8,0.06,25.07,-9.27,-0.04,LOSS
233,BUY,2025-11-10 21:40:51,2507.78,10,2507.78,,2025-11-10 21:40:51,,,,,,,,OPEN
233,SELL,2025-11-10 21:43:51,2509.25,10,2507.78,2509.25,2025-11-09 23:26:21,2025-11-10 21:43:51,0.17,14.7,0.06,25.09,-10.39,-0.04,LOSS
234,BUY,2025-11-10 21:44:51,2508.08,10,2508.08,,2025-11-10 21:44:51,,,,,,,,OPEN
234,SELL,2025-11-10 21:52:51,2506.07,10,2508.08,2506.07,2025-11-09 23:26:34,2025-11-10 21:52:51,0.4,-20.1,-0.08,25.07,-45.17,-0.18,LOSS
235,BUY,2025-11-10 22:00:51,2505.87,10,2505.87,,2025-11-10 22:00:51,,,,,,,,OPEN
235,SELL,2025-11-10 22:01:51,2506.23,10,2505.87,2506.23,2025-11-09 23:27:22,2025-11-10 22:01:51,0.05,3.6,0.01,25.06,-21.46,-0.09,LOSS
236,BUY,2025-11-10 22:04:51,2505.57,10,2505.57,,2025-11-10 22:04:51,,,,,,,,OPEN
236,SELL,2025-11-10 22:05:51,2505.36,10,2505.57,2505.36,2025-11-09 23:27:34,2025-11-10 22:05:51,0.05,-2.1,-0.01,25.06,-27.16,-0.11,LOSS
237,BUY,2025-11-10 22:08:51,2505.65,10,2505.65,,2025-11-10 22:08:51,,,,,,,,OPEN
237,SELL,2025-11-10 22:11:51,2503.9,10,2505.65,2503.9,2025-11-09 23:27:46,2025-11-10 22:11:51,0.15,-17.5,-0.07,25.05,-42.55,-0.17,LOSS
238,BUY,2025-11-10 22:15:51,2504.4,10,2504.4,,2025-11-10 22:15:51,,,,,,,,OPEN
238,SELL,2025-11-10 22:16:51,2504.21,10,2504.4,2504.21,2025-11-09 23:28:07,2025-11-10 22:16:51,0.05,-1.9,-0.01,25.04,-26.94,-0.11,LOSS
239,BUY,2025-11-10 22:19:51,2505.48,10,2505.48,,2025-11-10 22:19:51,,,,,,,,OPEN
239,SELL,2025-11-10 22:21:51,2504.83,10,2505.48,2504.83,2025-11-09 23:28:19,2025-11-10 22:21:51,0.1,-6.5,-0.03,25.05,-31.55,-0.13,LOSS
240,BUY,2025-11-10 22:23:51,2504.96,10,2504.96,,2025-11-10 22:23:51,,,,,,,,OPEN
240,SELL,2025-11-10 22:24:51,2504.48,10,2504.96,2504.48,2025-11-09 23:28:31,2025-11-10 22:24:51,0.05,-4.8,-0.02,25.04,-29.84,-0.12,LOSS
241,BUY,2025-11-10 22:25:51,2504.92,10,2504.92,,2025-11-10 22:25:51,,,,,,,,OPEN
241,SELL,2025-11-10 22:27:51,2504.43,10,2504.92,2504.43,2025-11-09 23:28:37,2025-11-10 22:27:51,0.1,-4.9,-0.02,25.04,-29.94,-0.12,LOSS
242,BUY,2025-11-10 22:28:51,2504.84,10,2504.84,,2025-11-10 22:28:51,,,,,,,,OPEN
242,SELL,2025-11-10 22:34:51,2502.4,10,2504.84,2502.4,2025-11-09 23:28:46,2025-11-10 22:34:51,0.3,-24.4,-0.1,25.03,-49.43,-0.2,LOSS
243,BUY,2025-11-10 22:36:51,2501.08,10,2501.08,,2025-11-10 22:36:51,,,,,,,,OPEN
243,SELL,2025-11-10 22:39:51,2502.11,10,2501.08,2502.11,2025-11-09 23:29:10,2025-11-10 22:39:51,0.15,10.3,0.04,25.02,-14.72,-0.06,LOSS
244,BUY,2025-11-10 22:40:51,2502.32,10,2502.32,,2025-11-10 22:40:51,,,,,,,,OPEN
244,SELL,2025-11-10 22:41:51,2501.93,10,2502.32,2501.93,2025-11-09 23:29:22,2025-11-10 22:41:51,0.05,-3.9,-0.02,25.02,-28.92,-0.12,LOSS
245,BUY,2025-11-10 22:43:51,2503.64,10,2503.64,,2025-11-10 22:43:51,,,,,,,,OPEN
245,SELL,2025-11-10 22:44:51,2503.72,10,2503.64,2503.72,2025-11-09 23:29:31,2025-11-10 22:44:51,0.05,0.8,0.0,25.04,-24.24,-0.1,LOSS
246,BUY,2025-11-10 22:47:51,2504.47,10,2504.47,,2025-11-10 22:47:51,,,,,,,,OPEN
246,SELL,2025-11-10 22:51:51,2504.74,10,2504.47,2504.74,2025-11-09 23:29:43,2025-11-10 22:51:51,0.2,2.7,0.01,25.04,-22.34,-0.09,LOSS
247,BUY,2025-11-10 22:56:51,2503.4,10,2503.4,,2025-11-10 22:56:51,,,,,,,,OPEN
247,SELL,2025-11-10 22:59:51,2503.65,10,2503.4,2503.65,2025-11-09 23:30:10,2025-11-10 22:59:51,0.15,2.5,0.01,25.04,-22.54,-0.09,LOSS
248,BUY,2025-11-10 23:08:51,2502.49,10,2502.49,,2025-11-10 23:08:51,,,,,,,,OPEN
248,SELL,2025-11-10 23:10:51,2502.17,10,2502.49,2502.17,2025-11-09 23:30:46,2025-11-10 23:10:51,0.1,-3.2,-0.01,25.02,-28.22,-0.11,LOSS
249,BUY,2025-11-10 23:11:51,2501.67,10,2501.67,,2025-11-10 23:11:51,,,,,,,,OPEN
249,SELL,2025-11-10 23:13:51,2501.66,10,2501.67,2501.66,2025-11-09 23:30:55,2025-11-10 23:13:51,0.1,-0.1,-0.0,25.02,-25.12,-0.1,LOSS
250,BUY,2025-11-10 23:18:51,2500.15,10,2500.15,,2025-11-10 23:18:51,,,,,,,,OPEN
250,SELL,2025-11-10 23:19:51,2499.08,10,2500.15,2499.08,2025-11-09 23:31:16,2025-11-10 23:19:51,0.05,-10.7,-0.04,25.0,-35.7,-0.14,LOSS
251,BUY,2025-11-10 23:23:51,2498.8,10,2498.8,,2025-11-10 23:23:51,,,,,,,,OPEN
251,SELL,2025-11-10 23:25:51,2498.44,10,2498.8,2498.44,2025-11-09 23:31:31,2025-11-10 23:25:51,0.1,-3.6,-0.01,24.98,-28.58,-0.11,LOSS
252,BUY,2025-11-10 23:32:51,2498.33,10,2498.33,,2025-11-10 23:32:51,,,,,,,,OPEN
252,SELL,2025-11-10 23:33:51,2498.01,10,2498.33,2498.01,2025-11-09 23:31:59,2025-11-10 23:33:51,0.05,-3.2,-0.01,24.98,-28.18,-0.11,LOSS
253,BUY,2025-11-10 23:34:51,2498.02,10,2498.02,,2025-11-10 23:34:51,,,,,,,,OPEN
253,SELL,2025-11-10 23:40:51,2499.72,10,2498.02,2499.72,2025-11-09 23:32:05,2025-11-10 23:40:51,0.3,17.0,0.07,24.99,-7.99,-0.03,LOSS
254,BUY,2025-11-10 23:41:51,2498.78,10,2498.78,,2025-11-10 23:41:51,,,,,,,,OPEN
254,SELL,2025-11-10 23:42:51,2498.82,10,2498.78,2498.82,2025-11-09 23:32:26,2025-11-10 23:42:51,0.05,0.4,0.0,24.98,-24.58,-0.1,LOSS
255,BUY,2025-11-10 23:47:51,2498.65,10,2498.65,,2025-11-10 23:47:51,,,,,,,,OPEN
255,SELL,2025-11-10 23:50:51,2498.79,10,2498.65,2498.79,2025-11-09 23:32:44,2025-11-10 23:50:51,0.15,1.4,0.01,24.98,-23.58,-0.09,LOSS
256,BUY,2025-11-10 23:51:51,2498.9,10,2498.9,,2025-11-10 23:51:51,,,,,,,,OPEN
256,SELL,2025-11-10 23:52:51,2498.99,10,2498.9,2498.99,2025-11-09 23:32:56,2025-11-10 23:52:51,0.05,0.9,0.0,24.98,-24.08,-0.1,LOSS
257,BUY,2025-11-11 00:00:51,2497.97,10,2497.97,,2025-11-11 00:00:51,,,,,,,,OPEN
257,SELL,2025-11-11 00:01:51,2497.08,10,2497.97,2497.08,2025-11-09 23:33:23,2025-11-11 00:01:51,0.05,-8.9,-0.04,24.98,-33.88,-0.14,LOSS
258,BUY,2025-11-11 00:03:51,2496.65,10,2496.65,,2025-11-11 00:03:51,,,,,,,,OPEN
258,SELL,2025-11-11 00:06:51,2496.03,10,2496.65,2496.03,2025-11-09 23:33:32,2025-11-11 00:06:51,0.15,-6.2,-0.02,24.96,-31.16,-0.12,LOSS
259,BUY,2025-11-11 00:13:51,2496.92,10,2496.92,,2025-11-11 00:13:51,,,,,,,,OPEN
259,SELL,2025-11-11 00:14:51,2497.31,10,2496.92,2497.31,2025-11-09 23:34:02,2025-11-11 00:14:51,0.05,3.9,0.02,24.97,-21.07,-0.08,LOSS
260,BUY,2025-11-11 00:15:51,2497.09,10,2497.09,,2025-11-11 00:15:51,,,,,,,,OPEN
260,SELL,2025-11-11 00:16:51,2497.36,10,2497.09,2497.36,2025-11-09 23:34:08,2025-11-11 00:16:51,0.05,2.7,0.01,24.98,-22.28,-0.09,LOSS
261,BUY,2025-11-11 00:17:51,2497.48,10,2497.48,,2025-11-11 00:17:51,,,,,,,,OPEN
261,SELL,2025-11-11 00:18:51,2498.09,10,2497.48,2498.09,2025-11-09 23:34:14,2025-11-11 00:18:51,0.05,6.1,0.02,24.98,-18.88,-0.08,LOSS
262,BUY,2025-11-11 00:23:51,2500.0,10,2500.0,,2025-11-11 00:23:51,,,,,,,,OPEN
262,SELL,2025-11-11 00:34:51,2495.94,10,2500.0,2495.94,2025-11-09 23:34:32,2025-11-11 00:34:51,0.55,-40.6,-0.16,24.98,-65.58,-0.26,LOSS
263,BUY,2025-11-11 00:41:51,2496.01,10,2496.01,,2025-11-11 00:41:51,,,,,,,,OPEN
263,SELL,2025-11-11 00:43:51,2495.24,10,2496.01,2495.24,2025-11-09 23:35:26,2025-11-11 00:43:51,0.1,-7.7,-0.03,24.96,-32.66,-0.13,LOSS
264,BUY,2025-11-11 00:44:51,2495.28,10,2495.28,,2025-11-11 00:44:51,,,,,,,,OPEN
264,SELL,2025-11-11 01:06:51,2499.1,10,2495.28,2499.1,2025-11-09 23:35:35,2025-11-11 01:06:51,1.12,38.2,0.15,24.98,13.22,0.05,WIN
265,BUY,2025-11-11 01:09:51,2498.88,10,2498.88,,2025-11-11 01:09:51,,,,,,,,OPEN
265,SELL,2025-11-11 01:10:51,2498.21,10,2498.88,2498.21,2025-11-09 23:36:51,2025-11-11 01:10:51,0.05,-6.7,-0.03,24.98,-31.68,-0.13,LOSS
266,BUY,2025-11-11 01:14:51,2498.47,10,2498.47,,2025-11-11 01:14:51,,,,,,,,OPEN
266,SELL,2025-11-11 01:18:51,2498.7,10,2498.47,2498.7,2025-11-09 23:37:06,2025-11-11 01:18:51,0.2,2.3,0.01,24.98,-22.68,-0.09,LOSS
267,BUY,2025-11-11 01:25:51,2499.12,10,2499.12,,2025-11-11 01:25:51,,,,,,,,OPEN
267,SELL,2025-11-11 01:31:51,2498.4,10,2499.12,2498.4,2025-11-09 23:37:39,2025-11-11 01:31:51,0.3,-7.2,-0.03,24.99,-32.19,-0.13,LOSS
268,BUY,2025-11-11 01:33:51,2497.98,10,2497.98,,2025-11-11 01:33:51,,,,,,,,OPEN
268,SELL,2025-11-11 01:37:51,2498.93,10,2497.98,2498.93,2025-11-09 23:38:03,2025-11-11 01:37:51,0.2,9.5,0.04,24.98,-15.48,-0.06,LOSS
269,BUY,2025-11-11 01:38:51,2498.13,10,2498.13,,2025-11-11 01:38:51,,,,,,,,OPEN
269,SELL,2025-11-11 01:39:51,2498.72,10,2498.13,2498.72,2025-11-09 23:38:18,2025-11-11 01:39:51,0.05,5.9,0.02,24.98,-19.08,-0.08,LOSS
270,BUY,2025-11-11 01:42:51,2498.1,10,2498.1,,2025-11-11 01:42:51,,,,,,,,OPEN
270,SELL,2025-11-11 01:49:51,2497.96,10,2498.1,2497.96,2025-11-09 23:38:30,2025-11-11 01:49:51,0.35,-1.4,-0.01,24.98,-26.38,-0.11,LOSS
271,BUY,2025-11-11 01:50:51,2498.06,10,2498.06,,2025-11-11 01:50:51,,,,,,,,OPEN
271,SELL,2025-11-11 01:56:51,2500.82,10,2498.06,2500.82,2025-11-09 23:38:54,2025-11-11 01:56:51,0.3,27.6,0.11,24.99,2.61,0.01,WIN
272,BUY,2025-11-11 01:57:51,2500.62,10,2500.62,,2025-11-11 01:57:51,,,,,,,,OPEN
272,SELL,2025-11-11 02:04:51,2500.19,10,2500.62,2500.19,2025-11-09 23:39:15,2025-11-11 02:04:51,0.35,-4.3,-0.02,25.0,-29.3,-0.12,LOSS
273,BUY,2025-11-11 02:05:51,2500.24,10,2500.24,,2025-11-11 02:05:51,,,,,,,,OPEN
273,SELL,2025-11-11 02:11:51,2500.73,10,2500.24,2500.73,2025-11-09 23:39:39,2025-11-11 02:11:51,0.3,4.9,0.02,25.0,-20.1,-0.08,LOSS
274,BUY,2025-11-11 02:12:51,2500.62,10,2500.62,,2025-11-11 02:12:51,,,,,,,,OPEN
274,SELL,2025-11-11 02:13:51,2500.2,10,2500.62,2500.2,2025-11-09 23:40:00,2025-11-11 02:13:51,0.05,-4.2,-0.02,25.0,-29.2,-0.12,LOSS
275,BUY,2025-11-11 02:15:51,2500.2,10,2500.2,,2025-11-11 02:15:51,,,,,,,,OPEN
275,SELL,2025-11-11 02:18:51,2500.1,10,2500.2,2500.1,2025-11-09 23:40:09,2025-11-11 02:18:51,0.15,-1.0,-0.0,25.0,-26.0,-0.1,LOSS
276,BUY,2025-11-11 02:21:51,2500.85,10,2500.85,,2025-11-11 02:21:51,,,,,,,,OPEN
